standardized_disease;fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
ulkus;tukak ulkus;[];[]
ulkus dekubitus;ulkus dekubitus;[];[]
ulkus duodenum;ulkus deudenum;[];['ulkus usus halus']
ulkus duodenum;ulkus tukak usus halus;[];[]
ulkus duodenum;tukak usus;[];[]
ulkus duodenum;tukakulkus usus halus;[];[]
ulkus duodenum;tukak duodenum;['tukak duodenum hpylori'];['tukak duodenum hpylori']
ulkus duodenum;tukak usus halus;[];[]
ulkus duodenum;tukak usus 12 jari lambung;[];[]
ulkus duodenum;tukak usus belas jari;[];[]
ulkus duodenum;tukak duodenum akut;[];[]
ulkus duodenum;tuka duodenal;[];[]
ulkus duodenum;ulkus duodenum;[];[]
ulkus duodenum;tukak usus belas jari aktif;[];[]
ulkus duodenum;ulkus aktif usus halus duodenum;[];[]
ulkus duodenum;ulus duodenum aktif;[];[]
ulkus duodenum;lesi duodenum;['lesi lambung duodenum'];['lesi lambung duodenum']
ulkus duodenum;tukak ulkus peptik usus halus;['ulkus peptik usus halus'];['ulkus peptik usus halus']
ulkus duodenum;tukak usus 12 jari;['tukak usus 12 jari aktif'];['tukak usus 12 jari aktif']
ulkus duodenum;tukak usus dua belas jari;[];[]
ulkus duodenum;ulkus duodenum aktif;[];[]
ulkus duodenum;ulkus duodenal;[];[]
ulkus duodenum;ulkus usus halus duodenum;[];[]
ulkus duodenum;tukak duodenal;[];[]
ulkus duodenum;terapi ulkus usus halus duodenum paska aktifnya;[];[]
ulkus duodenum;luka duodenal;[];[]
ulkus duodenum;ulkus tukak usus halus aktif;[];[]
ulkus duodenum;ulcus duodenal;[];[]
ulkus genital;penyakit ulkus genital orang dewasa;[];[]
ulkus genital;penyakit ulkus genital;[];[]
ulkus kornea;tukak kornea;[];[]
ulkus kornea;tukak kornea mata;[];[]
ulkus kornea;ulkus kornea;[];[]
ulkus kornea;luka kornea;[];[]
ulkus kornea;ulkus pada kornea;[];[]
uretritis;uretritis non go;[];[]
uretritis;uretritis nongonococcal;[];[]
uretritis;urethritis;[];[]
uretritis;uretritis nongonokokus;[];[]
uretritis;gi uretritis servisitis go;[];[]
uretritis;urethris;[];[]
uretritis;gi uretritis;[];[]
uretritis;infeksi uretritis;[];[]
uretritis;urethritis vaginitis;[];[]
uretritis;uretritis;[];[]
uretritis;uritritis;[];[]
uretritis;uritritis non gonokokal;[];[]
uretritis;protozoa uretritis;['infeksi protozoa', 'protozoa'];[]
urogenital trichomoniasis;urogenital trichomoniasis;[];[]
urogenital trichomoniasis;trikomoniasis sal kemih kelamin;[];[]
urtikaria;urticaria;[];[]
urtikaria;urilkaria;[];[]
urtikaria;urtikaria;[];[]
urtikaria;rinitis urtikaria;[];[]
urtikaria;urtikaria khronik;['urtikaria idiopatik khronik'];['urtikaria idiopatik khronik']
urtikaria;urtikaria kronik;['urtikaria idiopatik kronik'];['urtikaria idiopatik kronik']
urtikaria;alergi urtikaria angioedema cold urticaria allergic rhinitis vasomotor rhinitis;[];[]
urtikaria;alergi urtikaria;[];[]
urtikaria;cold urtikaria;['cold'];[]
urtikaria;urtikaria kronis;['urtikaria idiopatik kronis'];['urtikaria idiopatik kronis']
urtikaria;cold urticaria;[];[]
urtikaria;manifestasi alergi kulit urtikaria;[];[]
uveitis;uveitis;[];[]
uveitis;chronic anterior uveitis;[];[]
vaginitis;vaginitis kandida;[];[]
vaginitis;vaginitis nonspesifik;[];[]
vaginitis;vaginitis trichomonas vaginalis;['trichomonas vaginalis'];['trichomonas vaginalis']
vaginitis;vaginitis trichomonas;[];[]
vaginitis;vaginitis;[];[]
vaginosis bakterialis;bacterial vaginosis;[];[]
vaginosis bakterialis;vaginosis bakterialis;[];[]
varicela;varicella;[];[]
varicela;varicella zoster;[];[]
varicela;varisela;[];[]
varicela;varicela;[];[]
varises;varises;[];[]
vertigo;vertigo perifer;[];[]
vertigo;vertigo;[];[]
vulvitis;vulvitas;[];[]
vulvitis;vulvitis;[];[]
wasir (ambeien);gejala wasir;[];[]
wasir (ambeien);wasir kronik;[];[]
wasir (ambeien);ambien wasir;[];[]
wasir (ambeien);wasir akut;[];[]
wasir (ambeien);wasir (ambeien);[];[]
wasir (ambeien);wasir ambeien;[];[]
wasir (ambeien);wasir kronis menahun;[];[]
wasir (ambeien);wasir kronik akut;[];[]
wasir (ambeien);hemoroid eksternal;['hemoroid akut internal eksternal', 'hemoroid'];['hemoroid akut internal eksternal', 'hemoroid']
wasir (ambeien);wasir;[];[]
wasir (ambeien);hemoroid eksterna;['hemoroid interna eksterna'];['hemoroid interna eksterna']
wasir (ambeien);nyeri panas pendarahan akibat wasir;[];[]
dakriosistitis;;;['dakriosistitis']
ekstremitas dingin;;;['ekstremitas dingin','ekstremitas teraba dingin','extremitastangankaki dingin']
angina;;;['angina']
angina stabil;;;['angina stabil','angina stabil kronis']
angina tidak stabil;;;['angina tidak stabil']
cacing tambang;;;['cacing tambang']
cacing cambuk;;;['cacing cambuk']
intertrigo;;;['intertrigo']
infark;;;['infark','infark jantung']
gangguan memori;;;['gangguan memori','gangguan memori tidur']
gangguan kulit;;;['gangguan kulit']
ulkus sistem pencernaan;;;['ulkus sistem pencernaan']
nyeri kolumna vertebra;;;['nyeri kolumna vertebra',nyeri kolumna vertebra tulang punggung']
tukak trofik;;;['tukak trofik','tukak trofik varises']
tonsilitis;;;['tonsilitis','tonsilitis streptokokus']
iritasi hidung;;;['iritasi hidung','iritasi hidung ringan']
iritasi mulut;;;['iritasi mulut','iritasi ringan mulut']
masuk angin;;;['masuk angin', 'gejala masuk angin']
inflamasi kulit;;;['inflamasi kulit']
memar;;;['memar', 'terkilir memar', 'luka memar']
nyeri inflamasi;;;['nyeri inflamasi']
pegal linu;;;['pegal linu','pegal pegal', 'pegal','pegal otot sendi']
sicca;;;['sicca']
atoni;;;['atoni']
spasme kram muskuloskeletal;;;['spasme kram muskuloskeletal']
kriptokokal;;;['kriptokokal']
pening;;;['pening']
hiperasiditas;;;['hiperasiditas'']
neuralgia;;;['neuralgia']
tukak traumatik;;;['tukak traumatik']
trauma terkilir;;;['trauma terkilir']
intra abdominal;;;['intra abdominal']
poliartritis kronik;;;['poliartritis kronik']
purpura;;;['purpura']
adenoma endokrin multiple;;;['adenoma endokrin multiple']
infeksi protozoa;;;['infeksi protozoa']
sakit pasca vaksinasi;;;['sakit pasca vaksinasi','sakit paska vaksinasi']
