standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
selulitis;selulitis pelvis pasca operasi vagina;[];[]
selulitis;selulitis pelvis;['infeksi pelvis'];[]
selulitis;selulitis;[];[]
kaku otot sendi;kekakuan sendi;[];['kaku','rasa kaku otot']
sepsis;sepsis purpura;[];[]
sepsis;sepsis intraabdominal;[];[]
sepsis;sepsis puerperal intra abdomen;[];[]
sepsis;sepsis intra abdominal;[];[]
sepsis;sepsis puerperal;[];[]
sepsis;sepsis;[];[]
septic arthritis;artritis septik osteomielitis;[];[]
septic arthritis;artritis septik;[];[]
septikemia;septikemiakeracunan darah oleh bakteri patogenik zatzat dihasilkan oleh bakteri tersebut;[];[]
septikemia;septikemia keracunan darah oleh bakteri patogenik danatau zatzat dihasilkan oleh bakteri tersebut;[];[]
serangan jantung;serangan jantung;[];[]
servisitis;infeksi servisitis non gonokokal;[];[]
servisitis;uretritis servisitis;[];[]
servisitis;servisitis sal pernafasan kecuali disebabkan streptococus;[];[]
servisitis;uretritis go servisitis komplikasi;[];[]
servisitis;cervicitis;[];[]
servisitis;uretritis servisitis go;[];[]
servisitis;servisitis;[];[]
servisitis;servisitis go;[];[]
servisitis;servisitis komplikasi;[];[]
servisitis;servisitis sal pernafasan;[];[]
sesak napas;sesak napas;[];[]
sesak napas;mengi sesak napas paruparu asma;[];[]
sesak napas;sesak nafas;[];[]
sesak napas;sesak;[];[]
sicca;sicca;['sindrom sicca'];['sindrom sicca']
sifilis;sipilis;[];[]
sifilis;sifilis;[];[]
sindrom nefrotik;sindroma nefrotik;[];[]
sindrom nefrotik;sindrom nefrotik;[];[]
sindrom raynaud;fenomena reynaud;[];[]
sindrom raynaud;sindroma raynaud;[];[]
sindrom raynaud;sindrom raynaud;[];[]
sindrom raynaud;fenomena raynaud;[];[]
sindrom zollinger-ellison;sindroma zollinger;[];[]
sindrom zollinger-ellison;sindrom zollinger-ellison;[];[]
sindrom zollinger-ellison;zollinger ellison syndrome;[];[]
sindrom zollinger-ellison;sindroma zollinger ellison pendarahan gi;[];[]
sindrom zollinger-ellison;sindrom zollingerellison;[];[]
sindrom zollinger-ellison;sindrom zollinger;[];[]
sindrom zollinger-ellison;sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;sindrom zollinge;[];[]
sindrom zollinger-ellison;hipersekreasi patologis zollingerellison;['hipersekreasi patologis'];[]
sindrom zollinger-ellison;hipersekreasi patologis seperti sindroma zollingerellison;[];[]
sindrom zollinger-ellison;sindrom zollinger ellison;[];[]
sindrom zollinger-ellison;sindroma zollingerellison pendarahan gi;[];[]
sindrom zollinger-ellison;hipersekrese patologis sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;sindrom zollinger ellison adenoma endokrin multiple;[];[]
sindrom zollinger-ellison;sindroma zollingerellison;[];[]
sindrom zollinger-ellison;sindrom zollingerellison adenoma endokrin multiple;[];[]
sindrom zollinger-ellison;hipersekreasi patologis sindrom zollinger ellison;[];[]
sindrom zollinger-ellison;hipersekresi patologis sindroma zollinger ellison;['hipersekresi patologis'];[]
sindroma leher;sindroma leher;[];[]
sinusitis;sinusitis maksilaris akut;[];[]
sinusitis;sinusitis akut;[];[]
sinusitis;sistitis;[];[]
sinusitis;sinusitis maxillary akut;[];[]
sinusitis;sinusitis alergi;[];[]
sinusitis;sinusitis;[];[]
sinusitis;sinusitis bakterial akut;[];[]
sinusitis;sinusitus;[];[]
sinusitis;sinusitis maksilaris;[];[]
sirosis;sirosis hati;[];[]
sirosis;sirosis;[];[]
sirosis;sirosis hepatik;[];[]
skiatika;skiatika;[];[]
skleritis;skleritis;[];[]
skleritis;scleritis;[];[]
skleritis;sclaritis;[];[]
skorbut;skorbut;[];[]
spasme kram muskuloskeletal;spasme kram muskuloskeletal;[];[]
spasme kram muskuloskeletal;spasme muskuloskeletal;[];[]
spondilartritis;spondiloartritis akut;[];[]
spondilartritis;spondilartritis;[];[]
spondilartritis;spondiloartritis kronik;[];[]
spondilartritis;spondiloartritis;[];[]
spondilartritis;spondiloartritis akut kronik;[];[]
spondilitis deformans;spondilitis deformans;[];[]
stenosis pilorus;stenosis pylorus;[];[]
stenosis pilorus;stenosis pilorik bersifat ringan;[];[]
stenosis pilorus;stenosis pilorus;[];[]
stenosis pilorus;stenosis pilorik;[];[]
strain;strains;['strains otot tegang'];['strains otot tegang']
strain;strain;[];[]
stres;stress;[];[]
stres;stres;[];[]
stroke;stroke;[];[]
stroke iskemik;stroke iskhemik;[];[]
stroke iskemik;gejala iskhemik;[];[]
stroke iskemik;stroke iskemik;[];[]
takikardia;takikardia;[];[]
takikardia;takikardia supraventrikular paroksismal;[];[]
takikardia;takikardia atrial ektopik;[];[]
takikardia;takikardia supraventrikuler paroksismal;[];[]
tbc (tuberkulosis);tbc paru;[];[]
tbc (tuberkulosis);tuberkulosa paru;[];[]
tbc (tuberkulosis);antituberkulosis;[];[]
tbc (tuberkulosis);tbc;['tbc lepra'];['tbc lepra']
tbc (tuberkulosis);tuberkulosis;['tuberkulosis pulmoner', 'tuberkulosis primer', 'tuberkulosis ekstrapulmoner', 'tuberkulosis milliar'];['tuberkulosis pulmoner', 'tuberkulosis primer', 'tuberkulosis ekstrapulmoner', 'tuberkulosis milliar']
tbc (tuberkulosis);tbc paru paru;[];[]
tbc (tuberkulosis);tuberkulosis paru;[];[]
tbc (tuberkulosis);tb aktif mycobacterium tuberculosa;[];[]
tbc (tuberkulosis);mycobacterium tuberculosa;[];[]
tbc (tuberkulosis);tbc ekstra paru;[];[]
tbc (tuberkulosis);tuberkulosa;[];[]
tbc (tuberkulosis);mycobacterium tuberculosis;[];[]
tbc (tuberkulosis);tb;['tb pulmoner'];['tb pulmoner']
tbc (tuberkulosis);tbc infeksi mikobakterial;[];[]
tbc (tuberkulosis);tb paru;['tuberkulosis tb paru resistensi'];['tuberkulosis tb paru resistensi']
tbc (tuberkulosis);tuberkulosis paru resisten;[];[]
tendinitis;tendinitis;[];[]
tendovaginitis;tendovaginitis;[];[]
tenggorokan gatal;tenggorokan gatal;[];[]
tenggorokan kering;tenggorokan kering;[];[]
tetanus;tetanus;[];[]
tifus;tifus;[];[]
tifus;demam tifus;[];[]
tifus;scrub tifus;[];[]
tifus;profilaksis scrub tifus;[];[]
tinea barbae;sikosis barbae;[];[]
tinea barbae;tinea barbae;[];[]
tinea capitis;tinea kapitis;[];[]
tinea capitis;tinea capitis;[];[]
tinea capitis;dermatomiosis kandidiasis mikosis sistemik tinea corporis tinea pidea tinea kapitis;['tinea pidea'];[]
tinea corporis;tinea corporis kurap;[];[]
tinea corporis;tinea corporis;[];[]
tinea corporis;tinea korporis;[];[]
tinea corporis;tinea kruris korporis;[];[]
tinea corporis;tinea korporis kurap;[];[]
tinea cruris;tinea krusis;[];[]
tinea cruris;krusis;[];[]
tinea cruris;tinea cruris gatal jamur selangkangan;[];[]
tinea cruris;tinea kruris;[];[]
tinea cruris;tinea kuris;[];[]
tinea cruris;tinea cruris;[];[]
tinea cruris;gatal jamur selangkangan;[];[]
tinnitus;tinnitus;[];[]
tinnitus;telinga berdengung tinnitus;[];[]
tinnitus;telinga berdengung;[];[]
tinnitus;tinitus;[];[]
tinnitus;tinitus telinga berdenging;[];[]
tirotoksikosis;tirotoksikosis feokhromositoma;[];[]
tirotoksikosis;tirotoksikosis;[];[]
toksoplasmosis;toksoplasmosis;[];[]
toksoplasmosis;profilaksis toksoplasmosis wanita hamil;[];[]
toksoplasmosis;toxoplasmosis;[];[]
toksoplasmosis;infeksi toxoplasmosis;[];[]
toksoplasmosis;infeksi toksoplasmosis;[];[]
tonsilitis;tonsilitis;['tonsilitis akut'];['tonsilitis akut']
tonsilitis;tonsilitis streptokokus;[];[]
tonsilitis;tonsillitis;[];[]
trakhitis;trakhitis;[];[]
trauma terkilir;trauma terkilir;[];[]
tremor esensial;tremor esensial;[];[]
trikomoniasis;trikomoniasis salurah kemih kelamin;[];[]
trikomoniasis;trikomoniasis;[];[]
tromboflebitis;tromboflebitis;[];[]
trombositemia;trombositemia;[];[]
trombositopenia;trombositopenia;[];[]
tukak lambung;tukak lambung jinak;[];[]
tukak lambung;pasien tukak lambung;[];[]
tukak lambung;seperli tukak lambung;[];[]
tukak lambung;tukak ulkus lambung;[];[]
tukak lambung;tukak khronik;[];[]
tukak lambung;tuka lambung;[];[]
tukak lambung;tukak lambung tukak duodenum;[];[]
tukak lambung;tukak ulkus peptikum;[];[]
tukak lambung;tukak lambung jinak tukak pasca operasi;[];[]
tukak lambung;ulkus lambung;[];[]
tukak lambung;tukak ulkus peptik;[];[]
tukak lambung;tukak lambung;[];[]
tukak lambung;ulkus peptikum;['terapi tambahan ulkus peptikum'];[]
tukak lambung;ulkus tukak peptik;[];[]
tukak lambung;ulkus tukak lambung usus halus;[];[]
tukak lambung;tukak lambung ringan;[];[]
tukak lambung;luka lambung;[];[]
tukak lambung;tukakulkus peptik;['tukakulkus lambung', 'pencegahan kambuhnya tukakulkus peptik'];['tukakulkus lambung', 'pencegahan kambuhnya tukakulkus peptik']
tukak lambung;tukak lambung duodenum;[];[]
tukak lambung;tukak duodenum tukak lambung ringan;[];[]
tukak lambung;lesi lambung;[];[]
tukak lambung;tukak lambung danatau usus halus;[];[]
tukak lambung;tukak lambung usus;[];[]
tukak lambung;tukak peptik;[];[]
tukak lambung;ulkus tukak lambung;[];[]
tukak lambung;tukak lambung aktif;[];[]
tukak lambung;tukak ulkus lambung ulkus tukak lambung paska tindakan;[];[]
tukak lambung;tukak kulit;[];[]
tukak lambung;tukak;[];[]
tukak lambung;ulkus peptik;[];[]
tukak lambung;tukak lambung tukak usus halus;[];[]
tukak lambung;tukak lambung ulkus peptik;[];[]
tukak lambung;tukak ulkus lambung usus halus;[];[]
tukak lambung;ulkus lambung usus halus;[];[]
tukak lambung;penyakit lambung usus halus;[];[]
tukak lambung;tukak lambung usus duabelas jari;[];[]
tukak lambung;ulkus peptikum disebabkan h pylori;[];[]
tukak pasca operasi;tukak pasca operasi;[];[]
tukak traumatik;tukak traumatik;[];[]
tukak trofik;tukak trofik varises;[];[]
tukak trofik;tukak trofik;[];[]
tumor;tumor jinak;[];[]
tumor;tumor;[];[]
ulkus;ulkus;[];[]
ulkus;tukak ulkus;[];[]
ulkus dekubitus;ulkus dekubitus;[];[]
ulkus duodenum;tukak usus dua belas jari;[];[]
ulkus duodenum;tukak usus 12 jari;[];[]
ulkus duodenum;tukak duodenum hpylori;[];[]
ulkus duodenum;ulkustukak usus halus;['ulkustukak lambungusus halus'];['ulkustukak lambungusus halus']
ulkus duodenum;ulcus duodenal;[];[]
ulkus duodenum;terapi ulkus usus halus duodenum paska aktifnya;[];[]
ulkus duodenum;ulkus usus halus duodenum;[];[]
ulkus duodenum;ulkus aktif usus halus duodenum;[];[]
ulkus duodenum;tukak usus 12 jari aktif;[];[]
ulkus duodenum;lesi duodenum;[];[]
ulkus duodenum;tukak duodenum;[];[]
ulkus duodenum;ulkus usus halus;[];[]
ulkus duodenum;ulkus duodenal;[];[]
ulkus duodenum;tukak usus;[];[]
ulkus duodenum;ulkus tukak usus halus aktif;[];[]
ulkus duodenum;ulkus peptik usus halus;[];[]
ulkus duodenum;tuka duodenal;[];[]
ulkus duodenum;tukak usus belas jari aktif;[];[]
ulkus duodenum;ulkus duodenum aktif;[];[]
ulkus duodenum;lesi lambung duodenum;[];[]
ulkus duodenum;tukak usus belas jari;[];[]
ulkus duodenum;ulus duodenum aktif;[];[]
ulkus duodenum;tukak duodenal;[];[]
ulkus duodenum;tukakulkus usus halus;[];[]
ulkus duodenum;ulkus tukak usus halus;[];[]
ulkus duodenum;ulkus duodenum;[];[]
ulkus duodenum;luka duodenal;[];[]
ulkus duodenum;tukak duodenum akut;[];[]
ulkus duodenum;tukak usus halus;[];[]
ulkus duodenum;tukakulkus lambungusus halus;['tukak lambungusus halus'];['tukak lambungusus halus']
ulkus duodenum;ulkus deudenum;[];[]
ulkus duodenum;tukak usus 12 jari lambung;[];[]
ulkus duodenum;tukak ulkus peptik usus halus;[];[]
ulkus genital;penyakit ulkus genital orang dewasa;[];[]
ulkus genital;penyakit ulkus genital;[];[]
ulkus kornea;tukak kornea mata;[];[]
ulkus kornea;ulkus pada kornea;[];[]
ulkus kornea;luka kornea;[];[]
ulkus kornea;tukak kornea;[];[]
ulkus kornea;ulkus kornea;[];[]
ulkus sistem pencernaan;ulkus sistem pencernaan;[];[]
uretritis;uretritis nongonokokus;[];[]
uretritis;gi uretritis;[];[]
uretritis;protozoa uretritis;[];[]
uretritis;uritritis;[];[]
uretritis;uretritis nongonococcal;[];[]
uretritis;infeksi uretritis;[];[]
uretritis;uretritis;[];[]
uretritis;uretritis non go;[];[]
uretritis;gi uretritis servisitis go;[];[]
uretritis;uritritis non gonokokal;[];[]
uretritis;urethris;[];[]
uretritis;urethritis vaginitis;[];[]
uretritis;urethritis;[];[]
urogenital trichomoniasis;trikomoniasis sal kemih kelamin;[];[]
urogenital trichomoniasis;urogenital trichomoniasis;[];[]
urtikaria;rinitis urtikaria;[];[]
urtikaria;urtikaria idiopatik kronis;[];[]
urtikaria;urtikaria kronis;['urtikaria idiopati kronis'];['urtikaria idiopati kronis']
urtikaria;urtikaria kronik;[];[]
urtikaria;cold urtikaria;[];[]
urtikaria;cold urticaria;[];[]
urtikaria;alergi urtikaria;[];[]
urtikaria;urtikaria idiopatik khronik;[];[]
urtikaria;urticaria;[];[]
urtikaria;urtikaria khronik;[];[]
urtikaria;alergi urtikaria angioedema cold urticaria allergic rhinitis vasomotor rhinitis;[];[]
urtikaria;manifestasi alergi kulit urtikaria;[];[]
urtikaria;urilkaria;[];[]
urtikaria;urtikaria;[];[]
urtikaria;urtikaria idiopatik kronik;[];[]
uveitis;chronic anterior uveitis;[];[]
uveitis;uveitis;[];[]
vaginitis;vaginitis kandida;[];[]
vaginitis;vaginitis trichomonas;[];[]
vaginitis;vaginitis nonspesifik;[];[]
vaginitis;vaginitis trichomonas vaginalis;[];[]
vaginitis;trichomonas vaginalis;[];[]
vaginitis;vaginitis;[];[]
vaginosis bakterialis;vaginosis bakterialis;[];[]
vaginosis bakterialis;bacterial vaginosis;[];[]
varicela;varicella zoster;[];[]
varicela;varicella;[];[]
varicela;varisela;[];[]
varicela;varicela;[];[]
varises;varises;[];[]
vertigo;vertigo perifer;[];[]
vertigo;vertigo;[];[]
vulvitis;vulvitas;[];[]
vulvitis;vulvitis;[];[]
wasir (ambeien);hemoroidwasir eksternal;[];[]
wasir (ambeien);wasir kronik akut;[];[]
wasir (ambeien);hemoroidwasir internal;[];[]
wasir (ambeien);hemoroid;['hemoroid wasir', 'hemoroid akut'];['hemoroid wasir', 'hemoroid akut']
wasir (ambeien);gejala wasir;[];[]
wasir (ambeien);ambien wasir;[];[]
wasir (ambeien);hemoroid akut internal eksternal;['wasir internal eksternal'];['wasir internal eksternal']
wasir (ambeien);hemoroid interna;[];[]
wasir (ambeien);hemoroid eksternal;[];[]
wasir (ambeien);wasir;[];[]
wasir (ambeien);hemoroid internal;[];[]
wasir (ambeien);hemoroid eksterna;[];[]
wasir (ambeien);wasir ambeien;[];[]
wasir (ambeien);wasir kronik;[];[]
wasir (ambeien);hemoroid interna eksterna;[];[]
wasir (ambeien);wasir (ambeien);[];[]
wasir (ambeien);wasir kronis menahun;[];[]
wasir (ambeien);wasir akut;[];[]
wasir (ambeien);nyeri panas pendarahan akibat wasir;[];[]
aborsi;;;['aborsi','abortus']
abses intra abdomen;;;['abses intra abdomen','abses intraabdomen','abs intraabdomen']
abses periodontal;;;['abses periodontal','abs periodontal']
kelebihan asam lambung;;;['kelebihan asam lambung']
kriptokokosis;;;['kriptokokosis','kriptokokosis kandidemia']
kandidemia;;;['kandidemia']
eksim;;;['eksim','ekzema','eksim rekalsitran', 'eksim rekalsitrans','ekzema','ekzema atopik','ekzim','eczema','ecsema']
erosi lambung;;;['erosi lambung']
penuh lambung;;;['penuh lambung','perasaan penuh lambung', 'rasa penuh lambung']
infark otak;;;['infark otak','infark serebral']
infark miokard;;;['infark miokardial', 'infark miokard akut', 'infark miokad', 'infark miokard']
kram ;;;['kram','kram nokturnal']
spasme;;;['spasme']
terkilir;;;['terkilir']
lesi;;;['lesi khronik', 'lesi akut']
katarak;;;['katarak']
iritasi kulit;;;['iritasi kulit']
lesi mukosa;;;['lesi mukosa','lesi mukosa akibat trauma']
insufisiensi koroner;;;['insufisiensi koroner kronik', 'insufisiensi koroner']
tinea pidea;;;['tinea pidea']
hipersekresi;;;['hipersekresi','hipersekreasi']
hipersekresi patologis;;;['hipersekreasi patologis','hipersekresi patologis']
pielitis;;;['pielitis']
inflamasi trauma;;;['inflamasi trauma','inflamasi traumatik']
infeksi pelvis;;;['infeksi pelvis']
sakit pundak;;;['sakit pundak']
