standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
rheumatoid arthritis;reumatik generatif atritis rematoid;[];[]
rheumatoid arthritis;rematik artritis;[];[]
rheumatoid arthritis;rheumatoid arthritis ra;[];[]
rheumatoid arthritis;atritis rematoid;[];[]
rheumatoid arthritis;rheumatoid arthritis poliartritis kronik;[];[]
rheumatoid arthritis;gejala artritis reumatoid;[];[]
rheumatoid arthritis;reumatoid atritis kronis;[];[]
rheumatoid arthritis;artritis rheumatoid juvenil;[];[]
rheumatoid arthritis;rheumatoid arthritis;[];[]
rheumatoid arthritis;reumatoid artritis akut;[];[]
rheumatoid arthritis;reumatoid artritis akut kronis;[];[]
rheumatoid arthritis;pasien rematoid atritis akut kronis;[];[]
rheumatoid arthritis;nyeri rematoid atritis akut;[];[]
rheumatoid arthritis;rematoid athritis;[];[]
rheumatoid arthritis;reumatoid atritis;[];[]
rheumatoid arthritis;reumatoid arthritis;[];[]
rheumatoid arthritis;artritis reumatoid;[];[]
rheumatoid arthritis;reumatoid atritis akut;[];[]
rheumatoid arthritis;arthritis reumatoid;[];[]
rheumatoid arthritis;nyeri rematoid atritis kronis;[];[]
rheumatoid arthritis;arthritis reumatik;[];[]
rheumatoid arthritis;rheumatoid artritis;[];[]
rheumatoid arthritis;gejala juvenile artritis reumatoid;[];[]
rheumatoid arthritis;reumatoid artritis;[];[]
rheumatoid arthritis;rematoid artritis;[];[]
rheumatoid arthritis;reumatoid artritis kronis;[];[]
rheumatoid arthritis;juvenile artritis reumatoid;[];[]
rheumatoid arthritis;reumatoid atritis akut kronis;[];[]
rheumatoid arthritis;rematoid atritis kronis;[];[]
rheumatoid arthritis;inflamasi degeneratif artritis rematoid;[];[]
rheumatoid arthritis;rematoid atritis akut;[];[]
rheumatoid arthritis;rematoid;[];[]
rheumatoid arthritis;rheumatoid arhritis;[];[]
rheumatoid arthritis;artritis rematoid;[];[]
rheumatoid arthritis;rematoid atritis akut kronis;[];[]
rheumatoid arthritis;artritis rheumatoid;[];[]
rheumatoid arthritis;artritis rematoid aktif;[];[]
rheumatoid arthritis;ra;[];[]
rheumatoid arthritis;rematoid astritis ar;[];[]
rheumatoid arthritis;ar;[];[]
rheumatoid arthritis;rematoid artitis;[];[]
rheumatoid arthritis;arthritis rheumatoid;[];[]
rhinitis;rhinitis vasomotor;[];[]
rhinitis;perennial rhinitis;[];[]
rhinitis;rinitis purulen;[];[]
rhinitis;rinitis menahun;[];[]
rhinitis;vasomotor rhinitis;[];[]
rhinitis;rinitis parenial;[];[]
rhinitis;rinitis vasomotorik;[];[]
rhinitis;rhinitis;[];[]
rhinitis;rinitis vasomotor;[];[]
rhinitis alergi;rinitis alergi musiman;[];[]
rhinitis alergi;alergi rinitis intermiten persisten menerus;[];[]
rhinitis alergi;rinitis alergi tahunan musiman;[];[]
rhinitis alergi;alergi rinitis persistenterusmenerus;[];[]
rhinitis alergi;rinitis musiman;[];[]
rhinitis alergi;alergi rinitis perenial;[];[]
rhinitis alergi;rinitis alergi perenial;[];[]
rhinitis alergi;alergi rinitis nasal  nonnasal;[];[]
rhinitis alergi;rinitis intermiten;[];[]
rhinitis alergi;rinitis alergik;[];[]
rhinitis alergi;rinitis alergi persisten;[];[]
rhinitis alergi;alergi rinitis intermitensewaktu;[];[]
rhinitis alergi;rinitis alergi menahun musiman;[];[]
rhinitis alergi;allergic rhinitis;[];[]
rhinitis alergi;alergi rinitis nasal nonnasal;[];[]
rhinitis alergi;rinitis alergi musiman menahunterus menerus;[];[]
rhinitis alergi;rinitis;[];[]
rhinitis alergi;rinitis perenial;[];[]
rhinitis alergi;rinitis alergi musiman perennial;[];[]
rhinitis alergi;rhinitis alergi;[];[]
rhinitis alergi;alergi hidung;[];[]
rhinitis alergi;rinitis alergi nasal;[];[]
rhinitis alergi;alergi rinitis intermiten persisten  menerus;[];[]
rhinitis alergi;alergi rhinitis;[];[]
rhinitis alergi;rinitis persisten;[];[]
rhinitis alergi;rinitis alergi seasonal perenial;[];[]
rhinitis alergi;rinitis alergi konjungtivitis;[];[]
rhinitis alergi;alergi rinitis;[];[]
rhinitis alergi;alergi pernafasan;[];[]
rhinitis alergi;rinitis alergi seasonal;[];[]
rhinitis alergi;rinitis alergi;[];[]
rhinitis alergi;rinitis alergika;[];[]
rhinitis alergi;rhinitis alergika;[];[]
rhinitis alergi;rinitis alergi musiman tahunan;[];[]
riketsiosis;riketsiosis;[];[]
rinofaringitis;rinofaringitis;[];[]
ruam merah;merah;[];[]
ruam merah;ruam merah;[];[]
ruam merah;tinea manus ruam merah tangan;['tinea manus'];[]
ruam merah;kemerahan;[];[]
ruam merah;merah iritasi;[];[]
ruam merah;bercak merah;[];[]
ruam merah;kemerahan keadaan inflamasi;[];[]
ruam popok;ruam popok;[];[]
sakit gigi;sakit gigi nyeri ringan;[];[]
sakit gigi;sakil gigi;[];[]
sakit gigi;sakit saat pertumbuhan gigi;[];[]
sakit gigi;sakit gigi;[];[]
sakit kepala;sakit kepalan;[];[]
sakit kepala;sakit kepala sakit gigi;[];[]
sakit kepala;skit kepala;[];[]
sakit kepala;sakit kepala kekakuan otot;[];[]
sakit kepala;sakit kepala sebelah;[];[]
sakit kepala;sakit kepala;[];[]
sakit kepala;sakit kepala vaskular;[];[]
sakit kepala;sakit kepala derajat sedang;[];[]
sakit kepala;nyeri sakit kepala;[];[]
sakit maag;sakit maag;[];[]
sakit maag;maag;[];[]
sakit otot;sakit otot;[];[]
sakit pasca vaksinasi;sakit paska vaksinasi;[];[]
sakit pasca vaksinasi;sakit pasca vaksinasi;[];[]
sakit perut;sakit perut;[];[]
sakit perut;sakit perus;[];[]
sakit pinggang;sakit otot pinggang;[];[]
sakit pinggang;sakit pinggan;[];[]
sakit pinggang;sakit pinggang;[];[]
sakit pundak;sakit pundak;['pundak', 'nyeri pundak'];[]
sakit punggung;sakit punggung bagian bawah;[];[]
sakit punggung;sakit punggung;[];[]
sakit punggung;sakit punggung bawah;[];[]
sakit sendi;sakit sendi;[];[]
sakit tenggorokan;rasa sakit di tenggorokan;[];[]
sakit tenggorokan;sakıt tenggorokan;[];[]
sakit tenggorokan;rasa sakit tenggorokan;[];[]
sakit tenggorokan;sakit tenggorokan;[];[]
salpingitis;salpingitis;[];[]
sariawan;sariawan;[];[]
sariawan;panas dalam disertai sariawan;[];[]
sariawan;nyeri akibat sariawan;[];[]
sariawan;tukak sariawan;[];[]
selulitis;selulitis pelvis pasca operasi vagina;[];[]
selulitis;selulitis pelvis;[];[]
selulitis;selulitis;[];[]
sepsis;sepsis intra abdominal;[];[]
sepsis;sepsis puerperal intra abdomen;[];[]
sepsis;sepsis puerperal;[];[]
sepsis;sepsis purpura;[];[]
sepsis;sepsis;[];[]
sepsis;sepsis intraabdominal;[];[]
septic arthritis;artritis septik;[];[]
septic arthritis;artritis septik osteomielitis;[];[]
septikemia;septicemia;[];[]
septikemia;septikemiakeracunan darah oleh bakteri patogenik zatzat dihasilkan oleh bakteri tersebut;[];[]
septikemia;septikemia;['kulit septikemia'];['kulit septikemia']
septikemia;septikemia keracunan darah oleh bakteri patogenik danatau zatzat dihasilkan oleh bakteri tersebut;[];[]
septikemia;septicaemia;[];[]
serangan jantung;serangan jantung;[];[]
servisitis;uretritis servisitis;[];[]
servisitis;servisitis sal pernafasan;[];[]
servisitis;servisitis;[];[]
servisitis;uretritis servisitis go;[];[]
servisitis;servisitis komplikasi;[];[]
servisitis;uretritis go servisitis komplikasi;[];[]
servisitis;cervicitis;[];[]
servisitis;servisitis go;[];[]
servisitis;infeksi servisitis non gonokokal;[];[]
servisitis;servisitis sal pernafasan kecuali disebabkan streptococus;[];[]
sesak napas;sesak;[];[]
sesak napas;sesak nafas;[];[]
sesak napas;mengi sesak napas paruparu asma;[];[]
sesak napas;sesak napas;[];[]
sicca;sicca;[];[]
sicca;sindrom sicca;[];[]
sifilis;sifilis;[];[]
sifilis;sipilis;[];[]
sindrom nefrotik;sindroma nefrotik;[];[]
sindrom nefrotik;sindrom nefrotik;[];[]
sindrom raynaud;fenomena raynaud;[];[]
sindrom raynaud;sindroma raynaud;[];[]
sindrom raynaud;sindrom raynaud;[];[]
sindrom raynaud;fenomena reynaud;[];[]
sindrom zollinger-ellison;sindroma zollingerellison;[];[]
sindrom zollinger-ellison;hipersekreasi patologis zollingerellison;[];[]
sindrom zollinger-ellison;sindroma zollingerellison pendarahan gi;[];[]
sindrom zollinger-ellison;sindrom zollingerellison adenoma endokrin multiple;[];[]
sindrom zollinger-ellison;sindrom zollinger ellison;[];[]
sindrom zollinger-ellison;sindrom zollinger-ellison;[];[]
sindrom zollinger-ellison;sindroma zollinger;[];[]
sindrom zollinger-ellison;hipersekreasi patologis seperti sindroma zollingerellison;[];[]
sindrom zollinger-ellison;zollinger ellison syndrome;[];[]
sindrom zollinger-ellison;sindrom zollinger;[];[]
sindrom zollinger-ellison;hipersekreasi patologis sindrom zollinger ellison;[];[]
sindrom zollinger-ellison;sindroma zollinger ellison pendarahan gi;[];[]
sindrom zollinger-ellison;sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;sindrom zollingerellison;[];[]
sindrom zollinger-ellison;hipersekrese patologis sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;hipersekresi patologis sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;sindrom zollinger ellison adenoma endokrin multiple;[];[]
sindrom zollinger-ellison;sindrom zollinge;[];[]
sindroma leher;sindroma leher;[];[]
sinusitis;sinusitus;[];[]
sinusitis;sinusitis bakterial akut;[];[]
sinusitis;rinosinusitis;[];[]
sinusitis;sinusitis maksilaris;[];[]
sinusitis;sistitis;[];[]
sinusitis;sinusitis akut;[];[]
sinusitis;sinusitis alergi;[];[]
sinusitis;sinusitis;[];[]
sinusitis;sinusitis maxillary akut;[];[]
sinusitis;sinusitis maksilaris akut;[];[]
sirosis;sirosis hepatik;[];[]
sirosis;sirosis hati;[];[]
sirosis;sirosis;[];[]
skiatika;skiatika;[];[]
skleritis;scleritis;[];[]
skleritis;sclaritis;[];[]
skleritis;skleritis;[];[]
sklerosis;sklerosis multipel;[];[]
skorbut;skorbut;[];[]
spasme;spasme;[];[]
spasme kram muskuloskeletal;spasme kram muskuloskeletal;[];[]
spasme kram muskuloskeletal;spasme muskuloskeletal;[];[]
spondilartritis;spondiloartritis;[];[]
spondilartritis;spondiloartritis akut kronik;[];[]
spondilartritis;spondiloartritis kronik;[];[]
spondilartritis;spondilartritis;[];[]
spondilartritis;spondiloartritis akut;[];[]
spondilitis deformans;spondilitis deformans;[];[]
stenosis pilorus;stenosis pylorus;[];[]
stenosis pilorus;stenosis pilorik bersifat ringan;[];[]
stenosis pilorus;stenosis pilorus;[];[]
stenosis pilorus;stenosis pilorikringan;[];[]
stenosis pilorus;stenosis pilorik;[];[]
strain;strains;[];[]
strain;strain;[];[]
strain;strains otot tegang;[];[]
stres;stres;[];[]
stres;stress;[];[]
stroke;stroke;[];[]
stroke iskemik;gejala iskhemik;[];[]
stroke iskemik;stroke iskhemik;[];[]
stroke iskemik;stroke iskemik;[];[]
takikardia;takikardia supraventrikular paroksismal;[];[]
takikardia;takikardia atrial ektopik;[];[]
takikardia;takikardia;[];[]
takikardia;takikardia supraventrikuler paroksismal;[];[]
tbc (tuberkulosis);tuberkulosa paru;[];[]
tbc (tuberkulosis);tbc lepra;['lepra'];[]
tbc (tuberkulosis);tbc paru;[];[]
tbc (tuberkulosis);tuberkolusis;[];[]
tbc (tuberkulosis);tb paru;[];[]
tbc (tuberkulosis);tb tuberkulosis pulmoner ekstrapulmoner;[];[]
tbc (tuberkulosis);tuberkulosis paru resisten;[];[]
tbc (tuberkulosis);tuberkulosis pulmoner;[];[]
tbc (tuberkulosis);mycobacterium tuberculosis;[];[]
tbc (tuberkulosis);tuberkulosis primer;[];[]
tbc (tuberkulosis);tbc;[];[]
tbc (tuberkulosis);tuberkulosis milliar;[];[]
tbc (tuberkulosis);mycobacterium tuberculosa;[];[]
tbc (tuberkulosis);tbc ekstra paru;[];[]
tbc (tuberkulosis);tb pulmoner;[];[]
tbc (tuberkulosis);tb;[];[]
tbc (tuberkulosis);antituberkulosis;[];[]
tbc (tuberkulosis);tuberkulosis pulmoner ekstrapulmoner;[];[]
tbc (tuberkulosis);tuberkulosis;[];[]
tbc (tuberkulosis);tbc paru paru;[];[]
tbc (tuberkulosis);tuberkulosis tb paru resistensi;[];[]
tbc (tuberkulosis);tuberkulosis ekstrapulmoner;['ekstrapulmoner'];['ekstrapulmoner']
tbc (tuberkulosis);tuberkulosis paru;[];[]
tbc (tuberkulosis);tb aktif mycobacterium tuberculosa;[];[]
tbc (tuberkulosis);tubercolsis;[];[]
tbc (tuberkulosis);tbc infeksi mikobakterial;[];[]
tbc (tuberkulosis);tuberkulosa;[];[]
tendinitis;tendinitis;[];[]
tendovaginitis;tendovaginitis;[];[]
tenggorokan gatal;tenggorokan gatal;[];[]
tenggorokan kering;tenggorokan kering;[];[]
terkilir;terkilir;['terkilir ringan', 'sakit terkilir'];['terkilir ringan', 'sakit terkilir']
tetanus;tetanus;[];[]
tifus;tifus;[];[]
tifus;skrub tipus;[];[]
tifus;demam tifus;[];[]
tifus;profilaksis scrub tifus;[];[]
tifus;scrub tifus;[];[]
tinea barbae;sikosis barbae;[];[]
tinea barbae;tinea barbae;[];[]
tinea capitis;tinea kapitis;[];[]
tinea capitis;dermatomiosis kandidiasis mikosis sistemik tinea corporis tinea pidea tinea kapitis;[];[]
tinea capitis;tinea capitis;[];[]
tinea corporis;tinea kruris korporis;[];[]
tinea corporis;tinea corporis;[];[]
tinea corporis;tinea korporis;[];[]
tinea corporis;tinea korporis kurap;[];[]
tinea corporis;tinea corporis kurap;[];[]
tinea cruris;tinea cruris;[];[]
tinea cruris;gatal jamur selangkangan;[];[]
tinea cruris;tinea cruris gatal jamur selangkangan;[];[]
tinea cruris;tinea kruris;[];[]
tinea cruris;tinea kuris;[];[]
tinea cruris;krusis;[];[]
tinea cruris;tinea krusis;[];[]
tinea pidea;tinea pidea;[];[]
tinnitus;tinitus telinga berdenging;[];[]
tinnitus;tinnitus;[];[]
tinnitus;tinitus;[];[]
tinnitus;telinga berdengung tinnitus;[];[]
tinnitus;telinga berdengung;[];[]
tirotoksikosis;tirotoksikosis feokhromositoma;[];[]
tirotoksikosis;tirotoksikosis;[];[]
toksoplasmosis;infeksi toksoplasmosis;[];[]
toksoplasmosis;toksoplasmosis;[];[]
toksoplasmosis;toxoplasmosis;[];[]
toksoplasmosis;infeksi toxoplasmosis;[];[]
toksoplasmosis;profilaksis toksoplasmosis wanita hamil;[];[]
tonsilitis;tonsilitis;[];[]
tonsilitis;tonsilitis streptokokus;[];[]
tonsilitis;tonsilitis akut;[];[]
tonsilitis;tonsillitis;[];[]
trakhitis;trakhitis;[];[]
trauma terkilir;trauma terkilir;[];[]
tremor esensial;tremor esensial;[];[]
trikomoniasis;trikomoniasis salurah kemih kelamin;[];[]
trikomoniasis;trikomoniasis;[];[]
tromboflebitis;tromboflebitis;[];[]
trombositemia;trombositemia;[];[]
trombositopenia;trombositopenia;[];[]
tukak lambung;tukak lambung ulkus peptik;[];[]
tukak lambung;tukak ulkus lambung ulkus tukak lambung paska tindakan;[];[]
tukak lambung;ulkus lambung;[];[]
tukak lambung;tuka lambung;[];[]
tukak lambung;ulkus peptikum disebabkan h pylori;[];[]
tukak lambung;tukak khronik;[];[]
tukak lambung;tukak lambung usus duabelas jari;[];[]
tukak lambung;tukak lambung;[];[]
tukak lambung;tukak ulkus peptik;[];[]
tukak lambung;tukakulkus peptik;[];[]
tukak lambung;ulkus tukak lambung;[];[]
tukak lambung;tukak lambung usus;[];[]
tukak lambung;seperli tukak lambung;[];[]
tukak lambung;tukakulkus lambung;[];[]
tukak lambung;ulkustukak peptik;[];[]
tukak lambung;tukak kulit;[];[]
tukak lambung;tukak;[];[]
tukak lambung;tukak ulkus lambung;[];[]
tukak lambung;ulkus tukak lambung usus halus;[];[]
tukak lambung;tukak ulkus lambung usus halus;[];[]
tukak lambung;tukak lambung jinak tukak pasca operasi;[];[]
tukak lambung;penyakit lambung usus halus;[];[]
tukak lambung;tukak lambung aktif;[];[]
tukak lambung;ulkus peptikum;[];[]
tukak lambung;pasien tukak lambung;[];[]
tukak lambung;luka lambung;[];[]
tukak lambung;tukak lambung danatau usus halus;[];[]
tukak lambung;tukak lambung jinak;[];[]
tukak lambung;lesi lambung;[];[]
tukak lambung;ulkus lambung usus halus;[];[]
tukak lambung;tukak peptik;[];[]
tukak lambung;tukak duodenum tukak lambung ringan;[];[]
tukak lambung;ulkus tukak peptik;[];[]
tukak lambung;tukak lambung tukak usus halus;[];[]
tukak lambung;ulkus peptik;[];[]
tukak lambung;pencegahan kambuhnya tukakulkus peptik;[];[]
tukak lambung;tukak ulkus peptikum;[];[]
tukak lambung;tukak lambung ringan;[];[]
tukak lambung;tukak lambung duodenum;[];[]
tukak lambung;tukak lambung tukak duodenum;[];[]
tukak pasca operasi;tukak pasca operasi;[];[]
tukak traumatik;tukak traumatik;[];[]
tukak trofik;tukak trofik;[];[]
tukak trofik;tukak trofik varises;[];[]
tumor;tumor jinak;[];[]
tumor;tumor;[];[]
ulkus;ulkus;[];[]
ulkus;tukak ulkus;[];[]
ulkus dekubitus;ulkus dekubitus;[];[]
ulkus duodenum;tukak usus dua belas jari;[];[]
ulkus duodenum;ulkus usus halus;[];[]
ulkus duodenum;tuka duodenal;[];[]
ulkus duodenum;ulkus peptik usus halus;[];[]
ulkus duodenum;tukak usus;[];[]
ulkus duodenum;ulkustukak lambungusus halus;[];[]
ulkus duodenum;tukak usus 12 jari lambung;[];[]
ulkus duodenum;ulkus tukak usus halus;[];[]
ulkus duodenum;tukak usus belas jari aktif;[];[]
ulkus duodenum;tukak duodenum hpylori;[];[]
ulkus duodenum;lesi duodenum;[];[]
ulkus duodenum;tukak usus 12 jari aktif;[];[]
ulkus duodenum;ulkus usus halus duodenum;[];[]
ulkus duodenum;tukak duodenum;[];[]
ulkus duodenum;lesi lambung duodenum;[];[]
ulkus duodenum;ulkus deudenum;[];[]
ulkus duodenum;tukak usus 12 jari;[];[]
ulkus duodenum;ulkus tukak usus halus aktif;[];[]
ulkus duodenum;ulkus duodenal;[];[]
ulkus duodenum;tukak usus belas jari;[];[]
ulkus duodenum;ulkustukak usus halus;[];[]
ulkus duodenum;ulus duodenum aktif;[];[]
ulkus duodenum;tukak ulkus peptik usus halus;[];[]
ulkus duodenum;ulkus duodenum aktif;[];[]
ulkus duodenum;terapi ulkus usus halus duodenum paska aktifnya;[];[]
ulkus duodenum;tukak lambungusus halus;[];[]
ulkus duodenum;ulkus aktif usus halus duodenum;[];[]
ulkus duodenum;ulkus duodenum;[];[]
ulkus duodenum;tukak usus halus;[];[]
ulkus duodenum;tukak duodenum akut;[];[]
ulkus duodenum;ulcus duodenal;[];[]
ulkus duodenum;tukak duodenal;[];[]
ulkus duodenum;tukakulkus lambungusus halus;[];[]
ulkus duodenum;luka duodenal;[];[]
ulkus duodenum;tukakulkus usus halus;[];[]
ulkus genital;penyakit ulkus genital;[];[]
ulkus genital;penyakit ulkus genital orang dewasa;[];[]
ulkus kornea;ulkus pada kornea;[];[]
ulkus kornea;luka kornea;[];[]
ulkus kornea;tukak kornea mata;[];[]
ulkus kornea;tukak kornea;[];[]
ulkus kornea;ulkus kornea;[];[]
ulkus sistem pencernaan;ulkus sistem pencernaan;[];[]
uretritis;protozoa uretritis;[];[]
uretritis;uretritis nongonokokus;[];[]
uretritis;uritritis non gonokokal;[];[]
uretritis;urethritis;[];[]
uretritis;uretritis nongonococcal;[];[]
uretritis;uritritis;[];[]
uretritis;urethritis vaginitis;[];[]
uretritis;gi uretritis;[];[]
uretritis;uretritis;[];[]
uretritis;urethris;[];[]
uretritis;infeksi uretritis;[];[]
uretritis;uretritis non go;[];[]
uretritis;gi uretritis servisitis go;[];[]
urogenital trichomoniasis;trikomoniasis sal kemih kelamin;[];[]
urogenital trichomoniasis;urogenital trichomoniasis;[];[]
urtikaria;urtikaria kronik;[];[]
urtikaria;manifestasi alergi kulit urtikaria;[];[]
urtikaria;urtikaria idiopatik kronis;[];[]
urtikaria;urticaria;[];[]
urtikaria;cold urtikaria;[];[]
urtikaria;urtikaria idiopati kronis;[];[]
urtikaria;alergi urtikaria angioedema cold urticaria allergic rhinitis vasomotor rhinitis;[];[]
urtikaria;urtikaria idiopatik kronik;[];[]
urtikaria;cold urticaria;[];[]
urtikaria;urilkaria;[];[]
urtikaria;urtikaria khronik;[];[]
urtikaria;urtikaria idiopatik khronik;[];[]
urtikaria;rinitis urtikaria;[];[]
urtikaria;urtikaria kronis;[];[]
urtikaria;alergi urtikaria;[];[]
urtikaria;urtikaria;[];[]
uveitis;chronic anterior uveitis;[];[]
uveitis;uveitis;[];[]
vaginitis;vaginitis;[];[]
vaginitis;vaginitis kandida;[];[]
vaginitis;vaginitis trichomonas;[];[]
vaginitis;vaginitis nonspesifik;[];[]
vaginitis;vaginitis trichomonas vaginalis;[];[]
vaginitis;trichomonas vaginalis;[];[]
vaginosis bakterialis;vaginosis bakterialis;[];[]
vaginosis bakterialis;bacterial vaginosis;[];[]
varicela;varicella zoster;[];[]
varicela;varisela;[];[]
varicela;varicella;[];[]
varicela;varicela;[];[]
varises;varises;[];[]
vertigo;vertigo;[];[]
vertigo;vertigo perifer;[];[]
vulvitis;vulvitas;[];[]
vulvitis;vulvitis;[];[]
wasir (ambeien);hemoroid interna;[];[]
wasir (ambeien);wasir internal eksternal;[];[]
wasir (ambeien);wasirhemoroid;[];[]
wasir (ambeien);hemoroid akut;[];[]
wasir (ambeien);wasir ambeien;[];[]
wasir (ambeien);gejala wasir;[];[]
wasir (ambeien);hemoroid wasir;[];[]
wasir (ambeien);hemoroid eksterna;[];[]
wasir (ambeien);hemoroid interna eksterna;[];[]
wasir (ambeien);ambien wasir;[];[]
wasir (ambeien);hemoroid akut internal eksternal;[];[]
wasir (ambeien);wasir kronis menahun;[];[]
wasir (ambeien);hemoroid internal;[];[]
wasir (ambeien);hemoroidwasir internal;[];[]
wasir (ambeien);hemoroidwasir eksternal;[];[]
wasir (ambeien);wasir kronik akut;[];[]
wasir (ambeien);wasir (ambeien);[];[]
wasir (ambeien);hemoroid;[];[]
wasir (ambeien);hemoroid eksternal;[];[]
wasir (ambeien);nyeri panas pendarahan akibat wasir;[];[]
wasir (ambeien);wasir kronik;[];[]
wasir (ambeien);wasir akut;[];[]
wasir (ambeien);wasir;[];[]
lepra;;;['lepra']
nyeri pundak;;;['nyeri pundak']
tinea manus;;;['tinea manus']
infeksi luka;;;['infeksi luka','luka terinfeksi','luka dengan infeksi','infeksi luka iris ringan minor']
