standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf_fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases;
pusing;kepala pusing;[];[];
pusing;capek pusing;[];[];
pusing;pusingmigren;[];[];
pusing;pusing berhubungan dengan gangguan keseimbangan gangguan sirkulasi darah;[];[];
pusing;pusingpusing;[];[];
pusing;pusing yang berhubungan dengan gangguan keseimbangan pada gangguan sirkulasi darah;[];[];
pustula;pustul;[];[];
pustula;pustula;[];[];
pustula;peradangan berupa pustula;[];[];
rachitis;rachitis;[];[];
radang;peradangan;['peradangan ulseratif', 'peradangan noninfeksius'];['peradangan ulseratif', 'peradangan noninfeksius','kortikosteroid'];
radang;peradangan akibat mikroorganisme peka;['peka'];[];
radang;peradangan lokal;[];[];
radang;radang akut;[];[];
radang;radang akibat amandel;[];[];
radang;radang;[];[];
radang;radang akut yang berat;[];[];
radang;radang akut berat;[];[];
radang;peradangan topikal;['infeksi topikal'];[];
radang ginjal;radang ginjal;[];[];
radang ginjal;pielonefritis radang ginjal serentak radang pasu ginjal;[];[];
radang ginjal;radang pasu ginjal;[];[];
radang gusi;radang gusi;[];[];
radang hati;peradangan hati;[];[];
radang hidung;peradangan mukosa hidung;[];[];
radang hidung;peradangan akibat infeksi hidung;[];[];
radang hidung;peradangan hidung;[];[];
radang jaringan kuku;radang jaringan kuku;[];[];
radang kulit;radang kulit;[];[];
radang kulit;radang kkulit;[];[];
radang mata;penyakit radang mata;[];[];
radang mata;peradangan selaput mata;[];[];
radang mata;radang saraf mata;[];[];
radang mata;radang kelopak mata;[];[];
radang mata;radang kornea mata;[];[];
radang mata;radang selaput bening mata;[];[];
radang mata;radang mata akibat reaksi alergi;[];[];
radang mata;peradangan mata;[];[];
radang mata;gangguan radang mata;['gangguan mata responsif'];[];
radang mata;radang selaput ikat mata;[];[];
radang mata;radang kantung air mata;[];[];
radang mulut;radang mulut;[];[];
radang mulut;peradangan rongga mulut tenggorokan;[];[];
radang mulut;peradangan radang mulut;[];[];
radang mulut;radang selaput lendir mulut;[];[];
radang otot;radang otot;[];[];
radang panggul;penyakit radang panggul;[];[];
radang pankreas;radang pankreas;[];[];
radang prostat;radang prostat;[];[];
radang saluran pernapasan;radang ringan saluran nafas;[];[];
radang saluran pernapasan;radang saluran nafas;[];[];
radang saluran pernapasan;peradangan saluran pernafasan bagian atas;[];[];
radang saraf;radang saraf;[];[];
radang selaput lendir;radang selaput lendir;[];[];
radang sendi;radang sendi;[];[];
radang sendi;peradangan sendi;[];[];
radang sumsum tulang;radang sumsum tulang;[];[];
radang sumsum tulang;radang sumsum tulang akut;[];[];
radang telinga;radang telinga bagian luar tengah;[];[];
radang telinga;radang rongga gendang telinga;[];[];
radang telinga;inflamasi radang telinga;[];[];
radang telinga;peradangan akibat infeksi telinga;[];[];
radang telinga;radang telinga tengah;[];[];
radang telinga;radang telinga bagian luar  tengah;[];[];
radang telinga;radang telinga akut kronis;[];[];
radang telinga;radang telinga bagian luar;[];[];
radang telinga;radang telinga bagian tengah;[];[];
radang tenggorokan;radang tenggorokan;[];[];
radang tenggorokan;peradangan akibat infeksi tenggorokan;[];[];
radang usus;radang usus;[];[];
radang usus;radang usus peradangan usus;[];[];
radang usus;radang usus halus;[];[];
radang usus;radang pada usus;[];[];
rakitis;infeksi ricketsia;[];[];
rakitis;rakhitis akibat defisiensi vit  d;[];[];
rakitis;ricketsia;[];[];
rakitis;rickets;[];[];
rakitis;rachitis rickets;[];[];
rakitis;penyakit rickets;[];[];
rakitis;rakhitis;[];[];
rakitis;rakhitis akibat defisiensi vit d;[];[];
rakitis;riketsia;[];[];
rakitis;rickettsia;[];[];
rambut rontok;kerontokan rambut;[];[];
rambut rontok;rambut rontok;[];[];
reactive arthritis;reactive arthritis;[];[];
rematik;reumatik non artikular;[];[];
rematik;nyeri penyakit reumatik;[];[];
rematik;reumatik tulang;[];[];
rematik;penyakit reumatik;[];[];
rematik;reumatik;[];[];
rematik;rematik non artikular;[];[];
rematik;reumatik jaringan lunak terlokalisir;[];[];
rematik;nyeri reumatik;[];[];
rematik;rematik;[];[];
rematik;renatik tulang;[];[];
rematik;reumatik nonartikular;[];[];
rematik;reumatik non artikular sakit tulang;[];[];
rematik;reumatik sendi;[];[];
rematik;penyakit renatik tulang;[];[];
rematik;rematik nonartikular;[];[];
rematik;reumatik non sendi;[];[];
rematik;nonartikular reumatik;[];[];
rematik;non artikular reumatik;[];[];
rematik;rheumatisme nonartikuler;[];[];
rematik;rematik tulang;[];[];
rematik;rheumatik;[];[];
retensi urin pasca operasi;retensi urin pasca operasi;[];[];
rheumatoid arthritis;reumatoid artritis;[];[];
rheumatoid arthritis;gejala juvenile artritis reumatoid;[];[];
rheumatoid arthritis;arthritis reumatik;[];[];
rheumatoid arthritis;artritis rematoid;[];[];
rheumatoid arthritis;reumatoid arthritis;[];[];
rheumatoid arthritis;rematoid;[];[];
rheumatoid arthritis;pasien rematoid atritis akut kronis;[];[];
rheumatoid arthritis;rematoid atritis akut kronis;[];[];
rheumatoid arthritis;reumatoid atritis kronis;[];[];
rheumatoid arthritis;reumatoid artritis akut kronis;[];[];
rheumatoid arthritis;rheumatoid arthritis poliartritis kronik;[];[];
rheumatoid arthritis;rematoid athritis;[];[];
rheumatoid arthritis;artritis rheumatoid;[];[];
rheumatoid arthritis;rematoid astritis ar;[];[];
rheumatoid arthritis;atritis rematoid;[];[];
rheumatoid arthritis;reumatoid artritis kronis;[];[];
rheumatoid arthritis;rheumatoid arthritis;[];[];
rheumatoid arthritis;rematoid atritis kronis;[];[];
rheumatoid arthritis;rematik artritis;[];[];
rheumatoid arthritis;ra;[];[];
rheumatoid arthritis;artritis rheumatoid juvenil;[];[];
rheumatoid arthritis;arthritis rheumatoid;[];[];
rheumatoid arthritis;rheumatoid arthritis ra;[];[];
rheumatoid arthritis;nyeri rematoid atritis kronis;[];[];
rheumatoid arthritis;reumatoid artritis akut;[];[];
rheumatoid arthritis;artritis rematoid aktif;[];[];
rheumatoid arthritis;reumatik generatif atritis rematoid;[];[];
rheumatoid arthritis;ar;[];[];
rheumatoid arthritis;gejala artritis reumatoid;[];[];
rheumatoid arthritis;juvenile artritis reumatoid;[];[];
rheumatoid arthritis;inflamasi degeneratif artritis rematoid;[];[];
rheumatoid arthritis;rematoid atritis akut;[];[];
rheumatoid arthritis;rematoid artitis;[];[];
rheumatoid arthritis;rheumatoid arhritis;[];[];
rheumatoid arthritis;nyeri rematoid atritis akut;[];[];
rheumatoid arthritis;reumatoid atritis akut;[];[];
rheumatoid arthritis;reumatoid atritis;[];[];
rheumatoid arthritis;rematoid artritis;[];[];
rheumatoid arthritis;arthritis reumatoid;[];[];
rheumatoid arthritis;arthritis reumatoid ar;[];[];
rheumatoid arthritis;rheumatoid artritis;[];[];
rheumatoid arthritis;artritis reumatoid;[];[];
rheumatoid arthritis;reumatoid atritis akut kronis;[];[];
rhinitis;rinitis parenial;[];[];
rhinitis;rinitis purulen;[];[];
rhinitis;rinitis vasomotorik;[];[];
rhinitis;rhinitis vasomotor;[];[];
rhinitis;vasomotor rhinitis;[];[];
rhinitis;perennial rhinitis;[];[];
rhinitis;rinitis menahun;[];[];
rhinitis;rinitis vasomotor;[];[];
rhinitis;rhinitis;[];[];
rhinitis alergi;rinitis musiman;[];[];
rhinitis alergi;alergi rinitis nasal  nonnasal;[];[];
rhinitis alergi;alergi rhinitis;[];[];
rhinitis alergi;alergi rinitis perenial;[];[];
rhinitis alergi;rinitis alergi perenial;[];[];
rhinitis alergi;rinitis alergi konjungtivitis;[];[];
rhinitis alergi;alergi hidung;[];[];
rhinitis alergi;rhinitis alergika;[];[];
rhinitis alergi;alergi rinitis intermiten persisten  menerus;[];[];
rhinitis alergi;rinitis alergika;[];[];
rhinitis alergi;alergi rinitis;[];[];
rhinitis alergi;alergi pernafasan;[];[];
rhinitis alergi;rinitis alergi musiman tahunan;[];[];
rhinitis alergi;rinitis alergi musiman perennial;[];[];
rhinitis alergi;alergi rinitis nasal nonnasal;[];[];
rhinitis alergi;alergi rinitis persistenterusmenerus;[];[];
rhinitis alergi;rinitis alergi nasal;[];[];
rhinitis alergi;rinitis persisten;[];[];
rhinitis alergi;rinitis alergik;[];[];
rhinitis alergi;alergi rinitis intermiten persisten menerus;[];[];
rhinitis alergi;rinitis;[];[];
rhinitis alergi;rinitis alergi musiman;[];[];
rhinitis alergi;rinitis alergi persisten;[];[];
rhinitis alergi;alergi rinitis intermitensewaktu;[];[];
rhinitis alergi;allergic rhinitis;[];[];
rhinitis alergi;rinitis alergi menahun musiman;[];[];
rhinitis alergi;rinitis alergi seasonal perenial;[];[];
rhinitis alergi;rinitis perenial;[];[];
rhinitis alergi;rinitis alergi tahunan musiman;[];[];
rhinitis alergi;rinitis intermiten;[];[];
rhinitis alergi;rinitis alergi seasonal;[];[];
rhinitis alergi;rinitis alergi;[];[];
rhinitis alergi;rhinitis alergi;[];[];
rhinitis alergi;rinitis alergi musiman menahunterus menerus;[];[];
riketsiosis;riketsiosis;[];[];
rinofaringitis;rinofaringitis;[];[];
ruam merah;merah iritasi;[];[];
ruam merah;kemerahan;[];[];
ruam merah;ruam merah;[];[];
ruam merah;kemerahan keadaan inflamasi;[];[];
ruam merah;tinea manus ruam merah tangan;[];[];
ruam merah;bercak merah;[];[];
ruam merah;merah;[];[];
ruam popok;ruam popok;[];[];
sakit gigi;sakil gigi;[];[];
sakit gigi;sakit saat pertumbuhan gigi;[];[];
sakit gigi;sakit gigi nyeri ringan;[];[];
sakit gigi;sakit gigi;[];[];
sakit kepala;sakit kepala derajat sedang;[];[];
sakit kepala;nyeri sakit kepala;[];[];
sakit kepala;skit kepala;[];[];
sakit kepala;sakit kepala;[];[];
sakit kepala;sakit kepala sebelah;[];[];
sakit kepala;sakit kepala kekakuan otot;[];[];
sakit kepala;sakit kepalan;[];[];
sakit kepala;sakit kepala vaskular;[];[];
sakit kepala;sakit kepala sakit gigi;[];[];
sakit maag;sakit maag;[];[];
sakit maag;maag;[];[];
sakit otot;sakit otot;[];[];
sakit pasca vaksinasi;sakit pasca vaksinasi;[];[];
sakit pasca vaksinasi;sakit paska vaksinasi;[];[];
sakit perut;sakit perus;[];[];
sakit perut;sakit perut;[];[];
sakit pinggang;sakit pinggang;[];[];
sakit pinggang;sakit pinggan;[];[];
sakit pinggang;sakit otot pinggang;[];[];
sakit pundak;sakit pundak;[];[];
sakit punggung;sakit punggung;[];[];
sakit punggung;sakit punggung bagian bawah;[];[];
sakit punggung;sakit punggung bawah;[];[];
sakit sendi;sakit sendi;[];[];
sakit tenggorokan;sakit tenggorokan;[];[];
sakit tenggorokan;rasa sakit di tenggorokan;[];[];
sakit tenggorokan;rasa sakit tenggorokan;[];[];
sakit tenggorokan;sakıt tenggorokan;[];[];
salpingitis;salpingitis;[];[];
sariawan;tukak sariawan;[];[];
sariawan;panas dalam disertai sariawan;[];[];
sariawan;nyeri akibat sariawan;[];[];
sariawan;sariawan;[];[];
selulitis;selulitis pelvis;[];[];
selulitis;selulitis;[];[];
selulitis;selulitis pelvis pasca operasi vagina;[];[];
sepsis;sepsis intraabdominal;[];[];
sepsis;sepsis intra abdominal;[];[];
sepsis;sepsis purpura;[];[];
sepsis;sepsis;[];[];
sepsis;sepsis puerperal;[];[];
sepsis;sepsis puerperal intra abdomen;[];[];
septic arthritis;artritis septik;[];[];
septic arthritis;artritis septik osteomielitis;[];[];
septikemia;kulit septikemia;[];[];
septikemia;septikemiakeracunan darah oleh bakteri patogenik zatzat dihasilkan oleh bakteri tersebut;[];[];
septikemia;septicemia;[];[];
septikemia;septikemia keracunan darah oleh bakteri patogenik danatau zatzat dihasilkan oleh bakteri tersebut;[];[];
septikemia;septikemia;[];[];
septikemia;septicaemia;[];[];
serangan jantung;serangan jantung;[];[];
servisitis;cervicitis;[];[];
servisitis;servisitis sal pernafasan;[];[];
servisitis;infeksi servisitis non gonokokal;['abs tuboovarium non gonokokal'];[];
servisitis;servisitis;[];[];
servisitis;servisitis sal pernafasan kecuali disebabkan streptococus;[];[];
servisitis;uretritis servisitis;[];[];
servisitis;uretritis go servisitis komplikasi;[];[];
servisitis;uretritis servisitis go;[];[];
servisitis;servisitis komplikasi;[];[];
servisitis;servisitis go;[];[];
sesak napas;sesak napas;[];[];
sesak napas;mengi sesak napas paruparu asma;[];[];
sesak napas;sesak;[];[];
sesak napas;sesak nafas;[];[];
sicca;sindrom sicca;[];[];
sicca;sicca;[];[];
sifilis;sifilis;[];[];
sifilis;sipilis;[];[];
sindrom nefrotik;sindrom nefrotik;[];[];
sindrom nefrotik;sindroma nefrotik;[];[];
sindrom raynaud;fenomena raynaud;[];[];
sindrom raynaud;sindrom raynaud;[];[];
sindrom raynaud;sindroma raynaud;[];[];
sindrom raynaud;fenomena reynaud;[];[];
sindrom zollinger-ellison;sindroma zollingerellison;[];[];
sindrom zollinger-ellison;sindrom zollingerellison;[];[];
sindrom zollinger-ellison;sindrom zollinger-ellison;[];[];
sindrom zollinger-ellison;hipersekreasi patologis zollingerellison;[];[];
sindrom zollinger-ellison;hipersekreasi patologis seperti sindroma zollingerellison;[];[];
sindrom zollinger-ellison;sindrom zollinge;[];[];
sindrom zollinger-ellison;sindrom zollinger ellison;[];[];
sindrom zollinger-ellison;sindroma zollinger ellison;[];[];
sindrom zollinger-ellison;sindroma zollinger;[];[];
sindrom zollinger-ellison;sindrom zollinger;[];[];
sindrom zollinger-ellison;hipersekresi patologis sindroma zollinger ellison;[];[];
sindrom zollinger-ellison;sindroma zollinger ellison pendarahan gi;[];[];
sindrom zollinger-ellison;sindrom zollinger ellison adenoma endokrin multiple;[];[];
sindrom zollinger-ellison;hipersekrese patologis sindroma zollinger ellison;[];[];
sindrom zollinger-ellison;hipersekreasi patologis sindrom zollinger ellison;[];[];
sindrom zollinger-ellison;sindroma zollingerellison pendarahan gi;[];[];
sindrom zollinger-ellison;zollinger ellison syndrome;[];[];
sindrom zollinger-ellison;sindrom zollingerellison adenoma endokrin multiple;[];[];
sindroma leher;sindroma leher;[];[];
sinusitis;sinusitus;[];[];
sinusitis;sistitis;[];[];
sinusitis;sinusitis;[];[];
sinusitis;sinusitis bakterial akut;[];[];
sinusitis;sinusitis maxillary akut;[];[];
sinusitis;sinusitis maksilaris;[];[];
sinusitis;rinosinusitis;[];[];
sinusitis;sinusitis alergi;[];[];
sinusitis;sinusitis akut;[];[];
sinusitis;sinusitis maksilaris akut;[];[];
sirosis;sirosis hepatik;[];[];
sirosis;sirosis hati;[];[];
sirosis;sirosis;[];[];
skiatika;skiatika;[];[];
skleritis;skleritis;[];[];
skleritis;scleritis;[];[];
skleritis;sclaritis;[];[];
sklerosis;sklerosis multipel;[];[];
skorbut;skorbut;[];[];
spasme;spasme;[];[];
spasme kram muskuloskeletal;spasme muskuloskeletal;[];[];
spasme kram muskuloskeletal;spasme kram muskuloskeletal;[];[];
spondilartritis;spondiloartritis akut;[];[];
spondilartritis;spondiloartritis akut kronik;[];[];
spondilartritis;spondilartritis;[];[];
spondilartritis;spondiloartritis;[];[];
spondilartritis;spondiloartritis kronik;[];[];
spondilitis deformans;spondilitis deformans;[];[];
stenosis pilorus;stenosis pilorik bersifat ringan;[];[];
stenosis pilorus;stenosis pilorik;[];[];
stenosis pilorus;stenosis pylorus;[];[];
stenosis pilorus;stenosis pilorus;[];[];
stenosis pilorus;stenosis pilorikringan;[];[];
strain;strain;[];[];
strain;strains otot tegang;[];[];
strain;strains;[];[];
stres;stress;[];[];
stres;stres;[];[];
stroke;stroke;[];[];
stroke iskemik;gejala iskhemik;[];[];
stroke iskemik;stroke iskhemik;[];[];
stroke iskemik;stroke iskemik;[];[];
takikardia;takikardia supraventrikular paroksismal;[];[];
takikardia;takikardia;[];[];
takikardia;takikardia atrial ektopik;[];[];
takikardia;takikardia supraventrikuler paroksismal;[];[];
tbc (tuberkulosis);tb paru;[];['infeksi bakteri mycobacterium tuberculosis tbc'];
tbc (tuberkulosis);tb pulmoner;[];[];
tbc (tuberkulosis);tuberkulosis;[];[];
tbc (tuberkulosis);tbc paru paru;[];[];
tbc (tuberkulosis);tuberkulosis paru;[];[];
tbc (tuberkulosis);tb tuberkulosis pulmoner ekstrapulmoner;[];[];
tbc (tuberkulosis);tuberkulosis milliar;['milliar mentham'];[];
tbc (tuberkulosis);tuberkulosis pulmoner;[];[];
tbc (tuberkulosis);tuberkulosis tb paru resistensi;[];[];
tbc (tuberkulosis);tuberkulosis paru resisten;[];[];
tbc (tuberkulosis);antituberkulosis;[];[];
tbc (tuberkulosis);tbc;[];[];
tbc (tuberkulosis);mycobacterium tuberculosis;[];[];
tbc (tuberkulosis);tuberkulosis pulmoner ekstrapulmoner;[];[];
tbc (tuberkulosis);mycobacterium tuberculosa;[];[];
tbc (tuberkulosis);tb;[];[];
tbc (tuberkulosis);tbc ekstra paru;[];[];
tbc (tuberkulosis);tbc paru;[];[];
tbc (tuberkulosis);tbc lepra;[];[];
tbc (tuberkulosis);tuberkulosa;[];[];
tbc (tuberkulosis);tuberkulosa paru;[];[];
tbc (tuberkulosis);tbc infeksi mikobakterial;[];[];
tbc (tuberkulosis);tuberkulosis ekstrapulmoner;[];[];
tbc (tuberkulosis);ekstrapulmoner;[];[];
tbc (tuberkulosis);tb aktif mycobacterium tuberculosa;[];[];
tbc (tuberkulosis);tuberkulosis primer;[];[];
tbc (tuberkulosis);ekstra pulmoner;[];[];
tbc (tuberkulosis);tuberkolusis;[];[];
tbc (tuberkulosis);tubercolsis;[];[];
tendinitis;tendinitis;[];[];
tendovaginitis;tendovaginitis;[];[];
tenggorokan gatal;tenggorokan gatal;[];[];
tenggorokan kering;tenggorokan kering;[];[];
terkilir;sakit terkilir;[];[];
terkilir;terkilir ringan;[];[];
terkilir;terkilir;[];[];
tetanus;tetanus;[];[];
tifus;scrub tifus;[];[];
tifus;tifus;[];[];
tifus;skrub tipus;[];[];
tifus;demam tifus;[];[];
tifus;profilaksis scrub tifus;[];[];
tinea barbae;sikosis barbae;[];[];
tinea barbae;tinea barbae;[];[];
tinea capitis;dermatomiosis kandidiasis mikosis sistemik tinea corporis tinea pidea tinea kapitis;[];[];
tinea capitis;tinea capitis;[];[];
tinea capitis;tinea kapitis;[];[];
tinea corporis;tinea korporis;[];[];
tinea corporis;tinea korporis kurap;[];[];
tinea corporis;tinea corporis;[];[];
tinea corporis;tinea kruris korporis;[];[];
tinea corporis;tinea corporis kurap;[];[];
tinea cruris;tinea krusis;[];[];
tinea cruris;krusis;[];[];
tinea cruris;tinea kuris;[];[];
tinea cruris;tinea cruris gatal jamur selangkangan;[];[];
tinea cruris;gatal jamur selangkangan;[];[];
tinea cruris;tinea cruris;[];[];
tinea cruris;tinea kruris;[];[];
tinea manus;tinea manus;[];[];
tinea manus;tinea manum;[];[];
tinea pidea;tinea pidea;[];[];
tinnitus;tinitus telinga berdenging;[];[];
tinnitus;telinga berdengung tinnitus;[];[];
tinnitus;telinga berdengung;[];[];
tinnitus;tinitus;[];[];
tinnitus;tinnitus;[];[];
tirotoksikosis;tirotoksikosis;[];[];
tirotoksikosis;tirotoksikosis feokhromositoma;[];[];
toksoplasmosis;toksoplasmosis;[];[];
toksoplasmosis;infeksi toksoplasmosis;[];[];
toksoplasmosis;profilaksis toksoplasmosis wanita hamil;[];[];
toksoplasmosis;toxoplasmosis;[];[];
toksoplasmosis;infeksi toxoplasmosis;[];[];
tonsilitis;tonsilitis akut;[];[];
tonsilitis;tonsillitis;[];[];
tonsilitis;tonsilitis;[];[];
tonsilitis;tonsilitis streptokokus;[];[];
trakhitis;trakhitis;[];[];
trauma terkilir;trauma terkilir;[];[];
tremor esensial;tremor esensial;[];[];
trikomoniasis;trikomoniasis salurah kemih kelamin;[];[];
trikomoniasis;trikomoniasis;[];[];
tromboflebitis;tromboflebitis;[];[];
trombositemia;trombositemia;[];[];
trombositopenia;trombositopenia;[];[];
tukak lambung;tukak lambung jinak tukak pasca operasi;[];[];
tukak lambung;pasien tukak lambung;[];[];
tukak lambung;tukak duodenum tukak lambung ringan;[];[];
tukak lambung;tukak lambung ulkus peptik;[];[];
tukak lambung;ulkus lambung usus halus;[];[];
tukak lambung;luka lambung;[];[];
tukak lambung;ulkus lambung;[];[];
tukak lambung;tukak lambung usus;[];[];
tukak lambung;tukak lambung tukak duodenum;[];[];
tukak lambung;tukak lambung jinak;[];[];
tukak lambung;tukak lambung aktif;[];[];
tukak lambung;ulkus tukak lambung;[];[];
tukak lambung;seperli tukak lambung;[];[];
tukak lambung;tukak lambung danatau usus halus;[];[];
tukak lambung;tukak lambung tukak usus halus;[];[];
tukak lambung;lesi lambung;[];[];
tukak lambung;tukak lambung;[];[];
tukak lambung;tukak lambung usus duabelas jari;[];[];
tukak lambung;penyakit lambung usus halus;[];[];
tukak lambung;tukakulkus lambung;[];[];
tukak lambung;tukak lambung duodenum;[];[];
tukak lambung;tukak ulkus lambung ulkus tukak lambung paska tindakan;[];[];
tukak lambung;tukak lambung ringan;[];[];
tukak lambung;tukak ulkus lambung usus halus;[];[];
tukak lambung;tukak ulkus lambung;[];[];
tukak lambung;ulkus tukak lambung usus halus;[];[];
tukak lambung;tuka lambung;[];['ulkus gaster','ulcus gaster'];
tukak pasca operasi;tukak pasca operasi;[];[];
tukak traumatik;tukak traumatik;[];[];
tukak trofik;tukak trofik varises;[];[];
tukak trofik;tukak trofik;[];[];
tumor;tumor;[];[];
tumor;tumor jinak;[];[];
ulkus;tukak ulkus;[];['ulkus luka akibat aliran darah arteri'];
ulkus;ulkus;['ulkus dibetik', 'ulkus gaster'];[];
ulkus dekubitus;ulkus dekubitus;[];[];
ulkus duodenum;tukak usus 12 jari lambung;[];[];
ulkus duodenum;tukak usus 12 jari;[];[];
ulkus duodenum;lesi duodenum;[];[];
ulkus duodenum;lesi lambung duodenum;[];[];
ulkus duodenum;ulkus duodenum aktif;[];[];
ulkus duodenum;tukak usus dua belas jari;[];[];
ulkus duodenum;ulkus aktif usus halus duodenum;[];[];
ulkus duodenum;tukak usus;[];[];
ulkus duodenum;ulus duodenum aktif;[];[];
ulkus duodenum;ulkus peptik usus halus;[];[];
ulkus duodenum;ulkus usus halus;[];[];
ulkus duodenum;terapi ulkus usus halus duodenum paska aktifnya;[];[];
ulkus duodenum;tukak usus 12 jari aktif;[];[];
ulkus duodenum;tukakulkus usus halus;[];[];
ulkus duodenum;ulkus duodenum;[];[];
ulkus duodenum;tukak duodenal;[];[];
ulkus duodenum;tukak duodenum;[];[];
ulkus duodenum;tuka duodenal;[];[];
ulkus duodenum;tukakulkus lambungusus halus;[];[];
ulkus duodenum;tukak usus belas jari aktif;[];[];
ulkus duodenum;ulkus deudenum;[];[];
ulkus duodenum;tukak lambungusus halus;[];[];
ulkus duodenum;luka duodenal;[];[];
ulkus duodenum;ulkustukak lambungusus halus;[];[];
ulkus duodenum;tukak duodenum hpylori;[];[];
ulkus duodenum;tukak duodenum akut;[];[];
ulkus duodenum;ulkus tukak usus halus aktif;[];[];
ulkus duodenum;tukak usus belas jari;[];[];
ulkus duodenum;ulkustukak usus halus;[];[];
ulkus duodenum;ulkus duodenal;[];[];
ulkus duodenum;ulcus duodenal;['ulcus gaster'];[];
ulkus duodenum;tukak ulkus peptik usus halus;[];[];
ulkus duodenum;ulkus tukak usus halus;[];[];
ulkus duodenum;ulkus usus halus duodenum;[];[];
ulkus duodenum;tukak usus halus;[];[];
ulkus genital;penyakit ulkus genital orang dewasa;[];[];
ulkus genital;penyakit ulkus genital;[];[];
ulkus kornea;tukak kornea mata;[];[];
ulkus kornea;ulkus kornea;[];[];
ulkus kornea;ulkus pada kornea;[];[];
ulkus kornea;luka kornea;[];[];
ulkus kornea;tukak kornea;[];[];
ulkus peptik ;ulkus sistem pencernaan;[];['ulkus peptikum disebabkan h pylori','ulkus peptikum','ulkus tukak peptik','tukak peptik','regimen eradikasi h pylori tukak peptik','ulkustukak peptik','tukak ulkus peptik','ulkus peptik','tukak ulkus peptikum','tukakulkus peptik','pencegahan kambuhnya tukakulkus peptik', 'ulkus peptik'];
uretritis;urethritis;[];[];
uretritis;uretritis non go;[];[];
uretritis;gi uretritis servisitis go;[];[];
uretritis;gi uretritis;[];[];
uretritis;infeksi uretritis;[];[];
uretritis;protozoa uretritis;[];[];
uretritis;urethris;[];[];
uretritis;uritritis;[];[];
uretritis;uretritis nongonococcal;[];[];
uretritis;uretritis nongonokokus;[];[];
uretritis;urethritis vaginitis;[];[];
uretritis;uretritis;[];[];
uretritis;uritritis non gonokokal;[];[];
urogenital trichomoniasis;trikomoniasis sal kemih kelamin;[];[];
urogenital trichomoniasis;urogenital trichomoniasis;[];[];
urtikaria;urtikaria khronik;[];[];
urtikaria;urtikaria idiopatik kronis;[];[];
urtikaria;urtikaria idiopatik kronik;[];[];
urtikaria;urilkaria;[];[];
urtikaria;alergi urtikaria angioedema cold urticaria allergic rhinitis vasomotor rhinitis;[];[];
urtikaria;urtikaria idiopatik khronik;[];[];
urtikaria;manifestasi alergi kulit urtikaria;[];[];
urtikaria;alergi urtikaria;[];[];
urtikaria;urticaria;[];[];
urtikaria;cold urtikaria;['common cold', 'commond cold'];[];
urtikaria;urtikaria kronis;[];[];
urtikaria;rinitis urtikaria;[];[];
urtikaria;urtikaria kronik;[];[];
urtikaria;urtikaria;[];[];
urtikaria;cold urticaria;[];[];
urtikaria;urtikaria idiopati kronis;[];[];
uveitis;uveitis;[];[];
uveitis;chronic anterior uveitis;[];[];
vaginitis;vaginitis trichomonas;[];[];
vaginitis;vaginitis nonspesifik;[];[];
vaginitis;trichomonas vaginalis;[];[];
vaginitis;vaginitis trichomonas vaginalis;[];[];
vaginitis;vaginitis kandida;[];[];
vaginitis;vaginitis;[];[];
vaginosis bakterialis;bacterial vaginosis;[];[];
vaginosis bakterialis;vaginosis bakterialis;[];[];
varicela;varicela;[];[];
varicela;varicella;[];[];
varicela;varicella zoster;[];[];
varicela;varisela;[];[];
varises;varises;[];[];
vertigo;vertigo;[];[];
vertigo;vertigo perifer;[];[];
vulvitis;vulvitas;[];[];
vulvitis;vulvitis;[];[];
wasir (ambeien);wasir kronis menahun;[];[];
wasir (ambeien);hemoroidwasir internal;[];[];
wasir (ambeien);hemoroid;[];[];
wasir (ambeien);hemoroid internal;[];[];
wasir (ambeien);wasir kronik;[];[];
wasir (ambeien);hemoroid wasir;[];[];
wasir (ambeien);wasir kronik akut;[];[];
wasir (ambeien);ambien wasir;[];[];
wasir (ambeien);hemoroidwasir eksternal;[];[];
wasir (ambeien);nyeri panas pendarahan akibat wasir;[];[];
wasir (ambeien);hemoroid interna;[];[];
wasir (ambeien);gejala wasir;[];[];
wasir (ambeien);wasir akut;[];[];
wasir (ambeien);wasir (ambeien);[];[];
wasir (ambeien);hemoroid akut internal eksternal;[];[];
wasir (ambeien);hemoroid interna eksterna;[];[];
wasir (ambeien);hemoroid eksternal;[];[];
wasir (ambeien);wasir;[];[];
wasir (ambeien);hemoroid akut;[];[];
wasir (ambeien);wasir internal eksternal;[];[];
wasir (ambeien);wasirhemoroid;[];[];
wasir (ambeien);wasir ambeien;[];[];
wasir (ambeien);hemoroid eksterna;[];[];
heartburn;;;['rasa panas ulu hati','rasa panas ulu hatikerongkongan akibat reflux esofagitis','heartburn','panas ulu hati', 'rasa panas uluhati'];
refluks;;;['refluks','reflux','reflucks'];
esofagitis;;;['esofagitis','esofagitis berat'];
esofageal;;;['esofageal','esofangeal','asofangeal'];
tukak;;;['tukak','tukak khronik'];
common cold;;;['common cold', 'commond cold','cold'];
tukak kulit;;;['tukak kulit'];
tukak akibat ains;;;['tukak akibat ains'];
tukak sirkumsisi;;;['tukak sirkumsisi'];
